phylum	class	order	family	genus	species
Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter uzonensis
Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter pseudethanolicus
Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Desulfovirgula	Desulfovirgula thermocuniculi
Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Caldanaerobius	Thermoanaerobacterium zeae
Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Caldanaerobius	Caldanaerobius fijiensis
Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Caloribacterium	Caloribacterium cisternae
Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermacetogenium	Thermacetogenium phaeum
Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter pentosaceus
Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Brockia	Brockia lithotrophica
Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Moorella	Moorella stamsii
Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Caldanaerobius	Thermoanaerobacterium polysaccharolyticum
Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Calderihabitans	Calderihabitans maritimus
Firmicutes	Clostridia	Thermoanaerobacterales	Thermodesulfobiaceae	Thermodesulfobium	Thermodesulfobium acidiphilum
Firmicutes	Clostridia	Thermoanaerobacterales	Thermodesulfobiaceae	Thermodesulfobium	Thermodesulfobium narugense
Firmicutes	Clostridia	Thermoanaerobacterales	Thermodesulfobiaceae	Caldanaerovirga	Caldanaerovirga acetigignens
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Catonella	Catonella morbi
Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Helcococcus	Helcococcus sp.
Firmicutes	Erysipelotrichia	Clostridiales	Erysipelotrichaceae	Holdemanella	Eubacterium biforme
Firmicutes	Erysipelotrichia	Clostridiales	Erysipelotrichaceae	Faecalitalea	Eubacterium cylindroides
Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalicoccus	Faecalicoccus acidiformans
Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Erysipelothrix larvae
Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	Faecalibaculum rodentium
Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Breznakia	Breznakia blatticola
Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Breznakia	Breznakia pachnodae
Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemania massiliensis
Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	Allobaculum stercoricanis
Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	Bulleidia extructa
Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium	Catenibacterium mitsuokai
Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Erysipelothrix rhusiopathiae
Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Erysipelothrix tonsillarum
Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Erysipelothrix inopinata
Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemania filiformis
Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	Turicibacter sanguinis
Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	Solobacterium moorei
Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Eggerthia	Lactobacillus catenaformis
Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Kandleria	Lactobacillus vitulinus
Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	Coprobacillus catenaformis
Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Dielma	Dielma fastidiosa
Firmicutes	Erysipelotrichia	Lactobacillales	Erysipelotrichaceae	Faecalicoccus	Streptococcus pleomorphus
Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium succinatutens
Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium wakonense
Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus fermentans
Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus intestini
Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium faecium
Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Succiniclasticum	Succiniclasticum ruminis
Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Succinispira	Succinispira mobilis
Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Propionispira	Propionispira arcuata
Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Anaerovibrio	Anaerovibrio lipolytica
Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Centipeda	Centipeda periodontii
Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	Bacteroides hypermegas
Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	Megamonas funiformis
Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	Megamonas rupellensis
Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	Bacteroides multiacidus
Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	Mitsuokella jalaludinii
Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Pectinatus	Pectinatus cerevisiiphilus
Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Pectinatus	Pectinatus sp.
Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Pectinatus	Pectinatus frisingensis
Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Pectinatus	Pectinatus haikarae
Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Pectinatus	Pectinatus brassicae
Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Propionispira	Propionispira arboris
Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Schwartzia	Schwartzia succinivorans
Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas ruminantium  subsp. lactilytica
Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas ruminantium subsp. ruminantium
Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas sp.
Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas sputigena
Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas lacticifex
Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas artemidis
Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas dianae
Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas flueggei
Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas infelix
Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas noxia
Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas bovis
Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Propionispira	Zymophilus paucivorans
Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Propionispira	Zymophilus raffinosivorans
Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa sp.
Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Anaerosporomusa	Anaerosporomusa subterranea
Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Acetonema	Acetonema longum
Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Acetonema	Acetonema sp.
Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Anaeroarcus	Anaerovibrio burkinabensis
Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Anaeromusa	Selenomonas acidaminophila
Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Anaerosinus	Anaerovibrio glycerini
Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Dendrosporobacter	Clostridium quercicolum
Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Propionispora	Propionispora vibrioides
Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Propionispora	Propionispora hippei
Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Thermosinus	Thermosinus carboxydivorans
Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa acidovorans
Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa ovata
Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa paucivorans
Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa sphaeroides
Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa termitida
Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa malonica
Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa silvacetica
Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa aerivorans
Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa rhizae
Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Pelosinus	Sporotalea propionica
Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Pelosinus	Pelosinus fermentans
Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Sporolituus	Sporolituus thermophilus
Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Pelosinus	Pelosinus sp.
Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera	Megasphaera indica
Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera	Megasphaera sp.
Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella tobetsuensis
Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera	Megasphaera massiliensis
Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera	Megasphaera stantonii
Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Allisonella	Allisonella histaminiformans
Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	Bacteroides pneumosintes
Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	Dialister invisus
Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	Dialister micraerophilus
Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera	Megasphaera cerevisiae
Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera	Megasphaera elsdenii
Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera	Megasphaera paucivorans
Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera	Megasphaera micronuciformis
Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella parvula subsp. atypica
Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella caviae
Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella alcalescens subsp. criceti
Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella alcalescens subsp. dispar
Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella alcalescens subsp. alcalescens
Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella alcalescens subsp. ratti
Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella parvula subsp. rodentium
Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella montpellierensis
Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella rogosae
Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella denticariosi
Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella magna
Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Negativicoccus	Negativicoccus succinicivorans
Firmicutes	Negativicutes	Veillonellales	Acidaminococcaceae	Anaerospora	Anaerospora hongkongensis
Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	Dialister sp.
Firmicutes	Thermolithobacteria	Thermolithobacterales	Thermolithobacteraceae	Thermolithobacter	Thermolithobacter ferrireducens
Firmicutes	Thermolithobacteria	Thermolithobacterales	Thermolithobacteraceae	Thermolithobacter	Thermolithobacter carboxydivorans
Firmicutes	Tissierellia	Clostridiales	Gottschalkiaceae	Gottschalkia	Clostridium acidurici
Firmicutes	Tissierellia	Clostridiales	Gottschalkiaceae	Gottschalkia	Clostridium purinilyticum
Firmicutes	Tissierellia	Clostridiales	Gottschalkiaceae	Andreesenia	Eubacterium angustum
Firmicutes	Tissierellia	Clostridiales	Tissierellaceae	Soehngenia	Soehngenia saccharolytica
Firmicutes	Tissierellia	Clostridiales	Tissierellaceae	Tissierella	Tissierella creatinophila
Firmicutes	Tissierellia	Clostridiales	Tissierellaceae	Tissierella	Tissierella creatinini
Firmicutes	Tissierellia	Clostridiales	Tissierellaceae	Tissierella	Clostridium hastiforme
Firmicutes	Tissierellia	Clostridiales	Tissierellaceae	Tissierella	Tissierella sp.
Firmicutes	Tissierellia	Clostridiales	Tissierellaceae	Tissierella	Tissierella carlieri
Fusobacteria	Fusobacteriia	Clostridiales	Fusobacteriaceae	Fusobacterium	Fusobacterium gastrosuis
Fusobacteria	Fusobacteriia	Clostridiales	Fusobacteriaceae	Fusobacterium	Clostridium rectum
Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Psychrilyobacter	Psychrilyobacter sp.
Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium naviforme
Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrophorum subsp. necrophorum
Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium polymorphum
Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum subsp. fusiforme
Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium sp.
Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum subsp. nucleatum
Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium canium
Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium equinum
Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium gonidiaformans
Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium periodonticum
Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium simiae
Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrophorum  subsp. funduliforme
Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter	Ilyobacter polytropus
Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter	Ilyobacter tartaricus
Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter	Ilyobacter delafieldii
Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter	Ilyobacter insuetus
Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Propionigenium	Propionigenium modestum
Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Propionigenium	Propionigenium maris
Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium	Cetobacterium somerae
Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Psychrilyobacter	Psychrilyobacter atlanticus
Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Streptobacillus	Streptobacillus hongkongensis
Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Streptobacillus	Streptobacillus felis
Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sebaldella	Bacteroides termitidis
Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Streptobacillus	Streptobacillus notomytis
Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Streptobacillus	Streptobacillus ratti
Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Caviibacter	Caviibacter abscessus
Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Oceanivirga	Oceanivirga salmonicida
Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia buccalis
Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia amnionii
Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia trevisanii
Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia goodfellowii
Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia hofstadii
Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia shahii
Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia wadei
Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia hongkongensis
Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Streptobacillus	Streptobacillus moniliformis
Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas phototrophica
Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas aurantiaca
Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Longimicrobium	Longimicrobium terrae
Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	Victivallis vadensis
Lentisphaerae	Oligosphaeria	Oligosphaerales	Oligosphaeraceae	Oligosphaera	Oligosphaera ethanolica
Nitrospirae	Nitrospira	"Nitrospirales, not validated"	Nitrospiraceae	Thermodesulfovibrio	Thermodesulfovibrio thiophilus
Nitrospirae	Nitrospira	"Nitrospirales, not validated"	Nitrospiraceae	Leptospirillum	Leptospirillum ferrooxidans
Nitrospirae	Nitrospira	"Nitrospirales, not validated"	Nitrospiraceae	Leptospirillum	Leptospirillum sp.
Nitrospirae	Nitrospira	"Nitrospirales, not validated"	Nitrospiraceae	Leptospirillum	Leptospirillum ferriphilum
Nitrospirae	Nitrospira	"Nitrospirales, not validated"	Nitrospiraceae	Thermodesulfovibrio	Thermodesulfovibrio yellowstonii
Nitrospirae	Nitrospira	"Nitrospirales, not validated"	Nitrospiraceae	Thermodesulfovibrio	Thermodesulfovibrio islandicus
Nitrospirae	Nitrospira	"Nitrospirales, not validated"	Nitrospiraceae	Thermodesulfovibrio	Thermodesulfovibrio hydrogeniphilus
Nitrospirae	Nitrospira	"Nitrospirales, not validated"	Nitrospiraceae	Thermodesulfovibrio	Thermodesulfovibrio aggregans
Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera	Phycisphaera mikurensis
Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Algisphaera	Algisphaera agarilytica
Planctomycetes	Planctomycetacia	Planctomycetales	Gemmataceae	Gemmata	Gemmata massiliana
Planctomycetes	Planctomycetacia	Planctomycetales	Gemmataceae	Gemmata	Gemmata sp.
Planctomycetes	Planctomycetacia	Planctomycetales	Gemmataceae	Gemmata	Gemmata obscuriglobus
Planctomycetes	Planctomycetacia	Planctomycetales	Gemmataceae	Zavarzinella	Zavarzinella formosa
Planctomycetes	Planctomycetacia	Planctomycetales	Gemmataceae	Telmatocola	Telmatocola sphagniphila
Planctomycetes	Planctomycetacia	Planctomycetales	Isosphaeraceae	Singulisphaera	Singulisphaera acidiphila
Planctomycetes	Planctomycetacia	Planctomycetales	Isosphaeraceae	Singulisphaera	Singulisphaera rosea
Planctomycetes	Planctomycetacia	Planctomycetales	Isosphaeraceae	Aquisphaera	Aquisphaera giovannonii
Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rhodopirellula	Rhodopirellula rosea
Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rhodopirellula	Rhodopirellula lusitana
Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rhodopirellula	Rhodopirellula rubra
Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rhodopirellula	Rhodopirellula sp.
Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Roseimaritima	Roseimaritima ulvae
Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Thermogutta	Thermogutta terrifontis
Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomicrobium	Planctomicrobium piriforme
Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rhodopirellula	Rhodopirellula apulia
Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rhodopirellula	Rhodopirellula islandica
Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rubripirellula	Rubripirellula obstinata
Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula	Pirella marina
Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pirellula	Pirella staleyi
Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rubinisphaera	Planctomyces brasiliensis
Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctopirus	Planctomyces limnophilus
Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gimesia	Planctomyces maris
Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rhodopirellula	Rhodopirellula baltica
Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Schlesneria	Schlesneria paludicola
Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula	Blastopirellula sp.
Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	Planctomyces sp.
Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Thiobacillus ferrooxidans
Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus ferridurans
Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus ferriphilus
Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Thiobacillus thiooxidans
Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus ferrivorans
Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Thiobacillus caldus
Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Thiobacillus albertis
Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus sp.
Proteobacteria	Acidithiobacillia	Acidithiobacillales	Thermithiobacillaceae	Thermithiobacillus	Thermithiobacillus plumbiphilus
Proteobacteria	Acidithiobacillia	Acidithiobacillales	Thermithiobacillaceae	Thermithiobacillus	Thiobacillus tepidarius
Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Litorimonas	Litorimonas sp.
Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia	Hirschia maritima
Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas	Hyphomonas polymorpha
Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas	Hyphomonas hirschiana
Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas	Hyphomonas jannaschiana
Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas	Hyphomicrobium neptunium
Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas	Hyphomonas oceanitis
Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Maricaulis	Caulobacter halobacteroides
Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Maricaulis	Maricaulis washingtonensis
Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Maricaulis	Maricaulis salignorans
Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Maricaulis	Maricaulis parjimensis
Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Maricaulis	Maricaulis virginensis
Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Oceanicaulis	Oceanicaulis alexandrii
Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Woodsholea	Woodsholea maritima
Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hellea	Hellea balneolensis
Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Henriciella	Henriciella marina
Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Henriciella	Henriciella litoralis
Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Ponticaulis	Ponticaulis koreensis
Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Robiginitomaculum	Robiginitomaculum antarcticum
Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Litorimonas	Litorimonas taeanensis
Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas	Hyphomonas rosenbergii
Proteobacteria	Alphaproteobacteria	Clostridiales		Gottschalkia	Gottschalkia methylica
Proteobacteria	Alphaproteobacteria	Clostridiales	Phyllobacteriaceae	Aliihoeflea	Aliihoeflea sp.
Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Kiloniella	Kiloniella laminariae
